29,355,404,363,01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES
42,304,323,312,12X550,HIGH SCHOOL OF WORLD CULTURES
72,342,346,341,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL
66,378,374,362,12X684,WINGS ACADEMY
31,375,387,376,12X690,MONROE ACADEMY FOR BUSINESS/LAW
43,332,357,349,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN
29,352,349,373,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS
9,439,374,418,13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT
52,360,364,356,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART
37,375,355,384,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA"
92,399,417,395,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS"
1277,587,659,587,13K430,BROOKLYN TECHNICAL HIGH SCHOOL
90,305,364,312,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL
105,400,417,389,13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE
72,384,364,368,13K499,ACORN COMMUNITY HIGH SCHOOL
29,400,390,403,13K509,FREEDOM ACADEMY HIGH SCHOOL
8,435,383,379,13K553,BROOKLYN ACADEMY HIGH SCHOOL
13,398,391,394,13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL
89,438,443,431,13K595,BEDFORD ACADEMY HIGH SCHOOL
85,406,391,392,13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
185,471,472,448,13K670,BENJAMIN BANNEKER ACADEMY
20,441,499,413,13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY"
102,365,361,359,14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL
68,387,357,381,14K404,ACADEMY FOR YOUNG WRITERS
72,586,584,570,14K449,"BROOKLYN LATIN SCHOOL, THE"
41,407,386,396,14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS
144,364,379,371,14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS
134,413,396,395,14K477,SCHOOL FOR LEGAL STUDIES
142,398,421,396,14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY"
42,367,373,350,14K488,BROOKLYN PREPARATORY HIGH SCHOOL
72,363,385,364,14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN
113,397,410,380,14K561,WILLIAMSBURG PREPARATORY SCHOOL
31,371,377,355,14K586,LYONS COMMUNITY SCHOOL
94,367,376,350,14K610,AUTOMOTIVE HIGH SCHOOL
12,382,372,368,14K632,FRANCES PERKINS ACADEMY
28,359,335,341,14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE
52,361,367,383,15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES
76,393,399,387,15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES
59,398,411,394,15K462,SECONDARY SCHOOL FOR LAW
58,397,391,381,15K463,SECONDARY SCHOOL FOR JOURNALISM
72,379,416,380,15K464,PARK SLOPE COLLEGIATE
64,405,415,392,15K497,SCHOOL FOR INTERNATIONAL STUDIES
77,398,402,385,15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES
9,352,341,300,15K520,PACIFIC HIGH SCHOOL
28,368,365,368,15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL
141,426,421,411,15K656,BROOKLYN HIGH SCHOOL OF THE ARTS
8,430,416,425,15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL
20,355,355,358,16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL
131,365,370,362,16K455,BOYS AND GIRLS HIGH SCHOOL
46,362,372,358,16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY
36,370,372,351,16K594,GOTHAM PROFESSIONAL ARTS ACADEMY
59,396,374,369,17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL
57,352,342,351,17K408,ACADEMY OF HOSPITALITY AND TOURISM
7,394,364,334,17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL
71,287,335,291,17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS
46,403,385,388,17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP
35,348,381,359,17K531,"SCHOOL FOR HUMAN RIGHTS, THE"
38,377,404,372,17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP
73,338,349,340,17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS
61,362,375,368,17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS
69,457,462,441,17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS"
54,386,391,369,17K544,INTERNATIONAL ARTS BUSINESS SCHOOL
79,418,441,414,17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW
63,388,382,373,17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT
48,385,393,373,17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE
16,372,356,335,17K568,BROWNSVILLE ACADEMY HIGH SCHOOL
165,476,481,479,17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL
259,425,413,413,17K600,CLARA BARTON HIGH SCHOOL
53,365,363,355,17K625,PAUL ROBESON HIGH SCHOOL
56,313,320,330,18K563,IT TAKES A VILLAGE ACADEMY
29,374,377,394,18K566,BROOKLYN GENERATION SCHOOL
54,383,358,377,18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL
43,368,378,346,18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL
63,387,377,379,18K576,VICTORY COLLEGIATE HIGH SCHOOL
17,384,362,351,18K578,BROOKLYN BRIDGE ACADEMY
48,361,360,359,18K589,ARTS & MEDIA PREPARATORY ACADEMY
37,404,393,386,18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA
33,393,395,381,18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES
75,386,380,393,18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS
7,400,370,370,18K635,OLYMPUS ACADEMY
35,363,381,367,18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT
40,376,385,374,18K642,URBAN ACTION ACADEMY
12,410,403,378,18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL
54,416,432,394,19K409,EAST NEW YORK FAMILY ACADEMY
37,341,349,333,19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY
47,363,349,342,19K504,HIGH SCHOOL FOR CIVIL RIGHTS
61,380,386,383,19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL
68,371,365,370,19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL
29,279,322,286,19K583,MULTICULTURAL HIGH SCHOOL
182,395,418,380,19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
60,371,371,354,19K618,ACADEMY OF INNOVATIVE TECHNOLOGY
57,360,385,363,19K639,BROOKLYN LAB SCHOOL
51,376,385,368,19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL
74,370,369,363,19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
38,383,400,374,19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS"
456,402,471,399,20K445,NEW UTRECHT HIGH SCHOOL
238,425,474,424,20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY
694,417,478,411,20K490,FORT HAMILTON HIGH SCHOOL
385,383,486,375,20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL
18,338,477,316,20K658,FRANKLIN DELANO ROOSEVELT YABC
54,326,386,314,21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE
54,402,427,408,21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES
39,388,398,378,21K348,HIGH SCHOOL OF SPORTS MANAGEMENT
475,396,437,393,21K410,ABRAHAM LINCOLN HIGH SCHOOL
727,468,496,467,21K525,EDWARD R. MURROW HIGH SCHOOL
448,404,468,390,21K540,JOHN DEWEY HIGH SCHOOL
40,384,375,365,21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC
40,353,370,356,21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS
95,394,414,376,21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
119,429,449,435,21K690,BROOKLYN STUDIO SECONDARY SCHOOL
10,411,369,373,21K728,LIBERATION DIPLOMA PLUS
824,478,519,476,22K405,MIDWOOD HIGH SCHOOL
518,436,475,439,22K425,JAMES MADISON HIGH SCHOOL
236,383,392,370,22K495,SHEEPSHEAD BAY HIGH SCHOOL
259,524,561,542,22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES
131,456,456,440,22K555,BROOKLYN COLLEGE ACADEMY
60,389,409,387,23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL
55,361,371,359,23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL
11,349,338,331,23K643,BROOKLYN DEMOCRACY ACADEMY
7,311,371,311,23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL
17,350,346,332,23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL
69,392,416,388,23K697,TEACHERS PREPARATORY HIGH SCHOOL
89,405,454,421,24Q264,ACADEMY OF FINANCE AND ENTERPRISE
39,406,413,400,24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION
69,404,429,407,24Q293,CIVIC LEADERSHIP ACADEMY
55,317,323,311,24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL
155,545,568,550,24Q299,BARD HIGH SCHOOL EARLY COLLEGE II
320,383,440,380,24Q455,NEWTOWN HIGH SCHOOL
241,395,420,396,24Q485,GROVER CLEVELAND HIGH SCHOOL
58,399,393,385,24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE
69,326,409,329,24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE
138,391,403,380,24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS
80,443,447,440,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY"
155,417,447,406,24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL
396,445,496,423,24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL
58,455,498,443,25Q252,"QUEENS SCHOOL OF INQUIRY, THE"
45,314,417,318,25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL
59,416,463,392,25Q281,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES
63,471,489,481,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL
558,397,451,395,25Q425,JOHN BOWNE HIGH SCHOOL
347,393,441,382,25Q460,FLUSHING HIGH SCHOOL
9,378,373,344,25Q467,FLUSHING YABC
278,621,651,638,25Q525,TOWNSEND HARRIS HIGH SCHOOL
17,398,382,388,25Q540,QUEENS ACADEMY HIGH SCHOOL
99,431,458,441,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL
7,379,421,377,25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL
888,480,545,489,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL
934,468,539,467,26Q430,FRANCIS LEWIS HIGH SCHOOL
334,391,397,384,26Q435,MARTIN VAN BUREN HIGH SCHOOL
708,462,523,464,26Q495,BAYSIDE HIGH SCHOOL
175,425,434,420,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES"
87,387,385,373,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL
74,432,419,401,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH
44,391,401,364,27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY"
93,423,426,416,27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY
36,367,379,348,27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL
89,499,537,496,27Q323,SCHOLARS' ACADEMY
101,377,371,360,27Q400,AUGUST MARTIN HIGH SCHOOL
78,384,396,354,27Q410,BEACH CHANNEL HIGH SCHOOL
404,382,404,368,27Q475,RICHMOND HILL HIGH SCHOOL
403,391,409,392,27Q480,JOHN ADAMS HIGH SCHOOL
194,429,491,425,27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE"
68,420,445,400,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL
6,403,408,367,28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY
25,430,452,425,28Q350,JAMAICA GATEWAY TO THE SCIENCES
762,456,497,454,28Q440,FOREST HILLS HIGH SCHOOL
90,342,368,353,28Q470,JAMAICA HIGH SCHOOL
462,395,413,386,28Q505,HILLCREST HIGH SCHOOL
422,452,478,442,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
99,513,523,502,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL
121,612,660,596,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE
74,406,406,384,28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY
68,439,445,432,28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS"
52,360,380,359,29Q248,QUEENS PREPARATORY ACADEMY
46,401,397,375,29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL
49,402,398,402,29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL
59,436,427,424,29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES
43,370,367,363,29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL
78,400,426,394,29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL"
52,385,377,377,29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL"
49,379,414,359,29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL"
62,393,381,377,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL
98,410,440,405,30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM
395,414,449,412,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL
392,403,420,395,30Q450,LONG ISLAND CITY HIGH SCHOOL
174,504,496,494,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL
148,407,434,398,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL
143,323,475,329,30Q555,NEWCOMERS HIGH SCHOOL
135,487,492,491,30Q575,ACADEMY OF AMERICAN STUDIES
61,524,568,544,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION
137,452,451,450,31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES
61,398,412,385,31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL
107,472,488,466,31R080,THE MICHAEL J. PETRIDES SCHOOL
391,424,437,416,31R440,NEW DORP HIGH SCHOOL
271,424,438,417,31R445,PORT RICHMOND HIGH SCHOOL
375,437,435,429,31R450,CURTIS HIGH SCHOOL
807,462,486,470,31R455,TOTTENVILLE HIGH SCHOOL
535,455,474,459,31R460,SUSAN E. WAGNER HIGH SCHOOL
10,466,455,414,31R470,CONCORD HIGH SCHOOL
94,416,422,397,31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
227,635,682,636,31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL
10,405,375,370,31R607,YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS
50,380,366,352,32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP
88,384,409,361,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEâ€“BUSHWICK
75,348,353,334,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE
67,342,364,354,32K552,ACADEMY OF URBAN PLANNING
39,428,465,422,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL
23,347,358,350,32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE
24,359,317,358,32K564,BUSHWICK COMMUNITY HIGH SCHOOL
32,429,444,433,75Q811,P.S. Q811
8,496,400,426,79Q950,GED PLUS s CITYWIDE
9,367,370,360,79X490,PHOENIX ACADEMY
